record_id,tar_tfidf_logreg_score,is_relevant
#1,0.29405607288227126,0
#10,0.4646413903123158,0
#100,0.20954596154638044,0
#1000,0.08745534076704643,0
#1001,0.08080923440872649,0
#1002,0.30440504083714887,0
#1003,0.10594889166541602,0
#1004,0.07991015105257097,0
#1005,0.07713873679114111,0
#1006,0.12870826560229837,0
#1007,0.39564998564628245,0
#1008,0.09440280317635044,0
#1009,0.10793144761234029,0
#101,0.07894837041549049,0
#1010,0.18907490268272464,0
#1011,0.20162819577647786,0
#1012,0.13137048500843831,0
#1013,0.20116342305912469,0
#1014,0.13151731879177925,0
#1015,0.08504409507445418,0
#1016,0.07541196261597559,0
#1017,0.3100855121534481,0
#1018,0.13455814749954936,0
#1019,0.08678494906679164,0
#102,0.17018091216309666,0
#1020,0.21324508350107804,0
#1021,0.14612402546550546,0
#1022,0.13492003344723613,0
#1023,0.4350419570630976,0
#1024,0.1138370029501786,0
#1026,0.1799374092443727,0
#1027,0.07926930370091059,0
#1028,0.1175736771895277,0
#1029,0.13200213205866337,0
#103,0.1664200536771232,0
#1030,0.30375666688520725,0
#1031,0.05856540156270798,0
#1032,0.09589622305769202,0
#1033,0.5524510563460698,0
#1034,0.13757633423429416,0
#1035,0.07344283552755461,0
#1036,0.061942876384246975,0
#1037,0.15337503631832733,0
#1038,0.1272869445128635,0
#1039,0.43790534693779054,0
#104,0.32964110288743437,0
#1040,0.19362245107262047,0
#1041,0.08237712230801189,0
#1042,0.22442476042974951,0
#1043,0.11037752761955728,0
#1044,0.09722354618658466,0
#1045,0.06877172023653788,0
#1046,0.1129845529419871,0
#1047,0.205965964888746,0
#1048,0.3438203926084125,0
#1049,0.15002277971414882,0
#105,0.1508379695795951,0
#1050,0.10399303139721404,0
#1051,0.13511888219383647,0
#1052,0.10607740360639009,0
#1053,0.2783829707025675,0
#1054,0.10558225826781914,0
#1055,0.10893008083660496,0
#1056,0.3118982542898352,0
#1057,0.7019897452875951,0
#1058,0.11789757756860506,0
#1059,0.09292638403634987,0
#106,0.25699446854819885,0
#1060,0.15293370771168616,0
#1061,0.12634183447089306,0
#1062,0.11397577907599925,0
#1063,0.25019870693829843,0
#1064,0.0917813812284207,0
#1065,0.23523029741287735,0
#1066,0.19904311322012372,0
#1067,0.15704397029348843,0
#1068,0.24162052442742477,0
#1069,0.1281421371004739,0
#107,0.2147315982016437,0
#1070,0.11114830358293278,0
#1071,0.30006866186487086,0
#1072,0.10752657802498262,0
#1073,0.305732552963956,0
#1074,0.11435007881645433,0
#1075,0.21215339420326573,0
#1076,0.1457669313224296,0
#1077,0.16557070170625,0
#1078,0.37680824598282703,1
#1079,0.14299277128790683,0
#108,0.4081881503616646,1
#1080,0.10164845294123408,0
#1081,0.1122686207322077,0
#1082,0.11609780250106937,0
#1083,0.0871929472673396,0
#1084,0.0746110621699488,0
#1085,0.10413537281129763,0
#1086,0.10473123815120024,0
#1087,0.3845653509342779,0
#1088,0.09507660944921567,0
#1089,0.1710221375964021,0
#109,0.7812234406343694,1
#1090,0.07555439311339326,0
#1091,0.086824939082236,0
#1092,0.09599734581021895,0
#1093,0.11315613505031775,0
#1094,0.1420019157086736,0
#1095,0.38500817103583757,0
#1096,0.08753782601336396,0
#1097,0.13244037653902652,0
#1098,0.0691302463709973,0
#1099,0.2786664167834513,0
#11,0.5284473240832606,0
#110,0.07067551635232094,0
#1100,0.08653242845913629,0
#1101,0.07916004048391488,0
#1102,0.1283123012465697,0
#1103,0.11635650737582563,0
#1104,0.1482080954033862,0
#1105,0.20263187045490444,0
#1106,0.10914154785172271,0
#1107,0.38854818518957607,0
#1108,0.10438557099945862,0
#1109,0.05277875079275308,0
#111,0.498003179343986,1
#1110,0.1125063867394764,0
#1111,0.09660692651081114,0
#1112,0.09117062768708889,0
#1113,0.1221346296883607,0
#1114,0.1149308068037316,0
#1115,0.10251772380694413,0
#1116,0.20827490780824248,0
#1117,0.10665240476380575,0
#1118,0.15623157632671375,0
#1119,0.10805142840178585,0
#112,0.13252186017138226,0
#1120,0.12365550907849825,0
#1121,0.3411331389121578,0
#1122,0.33587395440569173,0
#1123,0.5703042623689134,1
#1124,0.17706586007975508,0
#1125,0.43318706673974194,1
#1126,0.06533586556140529,0
#1127,0.09535321916241875,0
#1128,0.0781433418928223,0
#1129,0.09414839002178534,0
#113,0.21659867342330905,0
#1130,0.1533105357704205,0
#1131,0.10510524141699096,0
#1132,0.09777446614851847,0
#1133,0.13775782777713702,0
#1134,0.06560047481928348,0
#1135,0.1627047074514223,0
#1136,0.14911890680029558,0
#1137,0.11330535154820462,0
#1138,0.10979521543804117,0
#1139,0.23032110229044114,0
#114,0.12807608333923384,0
#1140,0.10308011702254427,0
#1141,0.2184728173312518,0
#1142,0.1582740684238968,0
#1143,0.35452587681476716,1
#1144,0.09599219164873561,0
#1145,0.10097579489169108,0
#1146,0.1301820325720827,0
#1147,0.10362358614533529,0
#1148,0.06838470610668806,0
#1149,0.5730323325743589,1
#115,0.26137084507590513,0
#1150,0.08653401069883057,0
#1151,0.077267316523598,0
#1152,0.34562882887761226,0
#1153,0.1653195477525107,0
#1154,0.17969208919748897,0
#1156,0.21900400463208677,0
#1157,0.14523067643880247,0
#1158,0.2088081651420192,0
#1159,0.08472701572595048,0
#116,0.24491057490156679,0
#1160,0.0791340703758223,0
#1161,0.12336823048906084,0
#1162,0.14672282417108357,0
#1163,0.17066621422360972,0
#1164,0.12409210119791067,0
#1165,0.08125123691465069,0
#1166,0.09477356864161993,0
#1167,0.12618034235824765,0
#1168,0.10165507089826353,0
#1169,0.10985776609313118,0
#117,0.6198610924331666,1
#1170,0.07070126276617923,0
#1171,0.07668812652914893,0
#1172,0.09091529364352952,0
#1173,0.08864350370839479,0
#1174,0.11188362413980771,0
#1175,0.06530815907519052,0
#1176,0.23978710181399532,0
#1177,0.1298531681774597,0
#1178,0.11210190133040614,0
#1179,0.09505366583240399,0
#118,0.43319612999105445,0
#1180,0.17239601049369685,0
#1181,0.09163762764494005,0
#1182,0.08757001291433142,0
#1183,0.04521145390773584,0
#1184,0.2053274618202332,0
#1185,0.12001754983422348,0
#1186,0.12390286488164268,0
#1187,0.11930926354983457,0
#1188,0.1558898676977593,0
#1189,0.12607125742311434,0
#119,0.5360206016947322,0
#1190,0.09621543482358622,0
#1191,0.09928794466842965,0
#1192,0.0942933123883595,0
#1193,0.17340278518363852,0
#1194,0.08936400521578686,0
#1195,0.22167528653420487,0
#1196,0.2084990040499674,0
#1197,0.4386722066263678,0
#1198,0.10356820975140317,0
#1199,0.2922740999418643,0
#12,0.47319810086060976,0
#120,0.41897975716248237,0
#1200,0.08871998082635911,0
#1201,0.29665427617254075,0
#1203,0.2240073468242012,0
#1204,0.0787146946727728,0
#1205,0.16969809779409373,0
#1206,0.09554976260259827,0
#1207,0.6208230904181631,0
#1208,0.117899606962434,0
#1209,0.10135852972896732,0
#121,0.1889277114276468,0
#1210,0.14136477083706867,0
#1211,0.15671761367671005,0
#1212,0.2731555196352064,0
#1213,0.12302236791681749,0
#1214,0.08451203302198596,0
#1215,0.08840366536533717,0
#1216,0.16691160200249466,0
#1217,0.44590652537179654,0
#1218,0.19592226759452228,0
#1219,0.119801885432798,0
#122,0.1603063779829042,0
#1220,0.06615555972620177,0
#1221,0.09298908213562133,0
#1222,0.14001505426822394,0
#1223,0.07521991014241106,0
#1224,0.28327543859775234,1
#1225,0.11543765412446498,0
#1226,0.3239128979297793,0
#1227,0.1864344104081709,0
#1228,0.10403341313961455,0
#1229,0.09664310326367088,0
#123,0.5989202257949185,1
#1230,0.11474841393128492,0
#1231,0.3145497840187963,0
#1232,0.15228038563256835,0
#1233,0.1469450314264823,0
#1234,0.14117646815750742,0
#1235,0.1344393816921127,0
#1236,0.10065862226384675,0
#1237,0.09917530291696833,0
#1238,0.08997189888479046,0
#1239,0.1434018916829886,0
#124,0.19303216332006307,0
#1240,0.16011931328211856,0
#1241,0.0840744843696583,0
#1242,0.389425784134339,0
#1243,0.14389070973286966,0
#1244,0.08229606695526621,0
#1245,0.1090198735889575,0
#1246,0.064510400566585,0
#1247,0.14091299066865365,0
#1248,0.06705886591960716,0
#1249,0.0804309527680457,0
#125,0.10430678954748922,0
#1250,0.16837668675959686,0
#1251,0.13454394737791595,0
#1252,0.12593326674854177,0
#1253,0.05408824346149753,0
#1254,0.08904002516078975,0
#1255,0.20101322546321443,0
#1256,0.08247170225362886,0
#1257,0.22680716942910467,0
#1258,0.09831507922447633,0
#1259,0.14229565041366585,0
#126,0.3054312186101463,0
#1260,0.1186260120793953,0
#1261,0.08431908704199433,0
#1262,0.10263809233779589,0
#1263,0.13281099620543124,0
#1264,0.11387562500799749,0
#1265,0.06577017516155005,0
#1266,0.3279763550950113,0
#1267,0.11263305882657929,0
#1268,0.1485725970746299,0
#1269,0.29786963732437943,0
#127,0.12825050590509957,0
#1270,0.2171407782985815,0
#1271,0.16827298160575624,0
#1272,0.2342656760769899,0
#1273,0.1260528799970347,0
#1274,0.07114329362015519,0
#1275,0.1035863896348576,0
#1276,0.11538235421672856,0
#1277,0.0647454630102396,0
#1278,0.06521699878951245,0
#1279,0.19339731532690946,0
#128,0.12550693927306597,0
#1280,0.26726272371492116,0
#1281,0.1036335962984886,0
#1282,0.08387104803496771,0
#1283,0.08747117067739035,0
#1284,0.15708438737599364,0
#1285,0.09200757156163265,0
#1286,0.12764483432544393,0
#1287,0.09797220616416849,0
#1288,0.10134496954650518,0
#1289,0.22987330302270312,0
#129,0.13458950967006952,0
#1290,0.37758116404281983,0
#1291,0.16736542790007047,0
#1292,0.17869200926921314,0
#1293,0.09032091012000625,0
#1294,0.12847971028605412,0
#1295,0.11530655941715033,0
#1296,0.18546098989967857,0
#1297,0.09911957594281073,0
#1298,0.11442342714693586,0
#1299,0.06938849773837583,0
#13,0.2417958549565305,0
#130,0.1272242106947332,0
#1300,0.07412580419924464,0
#1301,0.4341026434994486,0
#1302,0.08846858173652475,0
#1303,0.36114452807321057,0
#1304,0.1441421134311083,0
#1305,0.12440256881762787,0
#1306,0.414602699955286,1
#1307,0.2881151979496192,0
#1308,0.10959008320894328,0
#1309,0.16622677672106495,0
#131,0.20806810382560473,0
#1310,0.05559014442207309,0
#1311,0.0969558722896643,0
#1312,0.22147803351549958,0
#1313,0.3298725918414275,0
#1314,0.15398634317323998,0
#1315,0.07231377802217434,0
#1316,0.14953179149749898,0
#1317,0.10834055055059233,0
#1318,0.18220622106199616,0
#1319,0.09188186196427682,0
#132,0.6567375736493781,1
#1320,0.24887709309247483,0
#1321,0.07380537432744347,0
#1322,0.08634752051668468,0
#1323,0.1912524568655469,0
#1324,0.09185402006787272,0
#1325,0.09526430887542212,0
#1326,0.10409488481971431,0
#1327,0.2845000211398098,0
#1328,0.05767716202496953,0
#1329,0.1152133235727712,0
#133,0.32868737187911073,0
#1330,0.2132992423137141,0
#1331,0.14566745447587778,0
#1332,0.1578975798352108,0
#1333,0.285155883895498,0
#1334,0.0677502576507438,0
#1335,0.15656690082021957,0
#1336,0.11013728570177633,0
#1337,0.1496540524150893,0
#1338,0.15944504388218078,0
#1339,0.1027249232360605,0
#134,0.24447041707745365,0
#1340,0.13285704446871274,0
#1341,0.2856164926485842,0
#1342,0.11211243826680822,0
#1343,0.0942225020331893,0
#1344,0.07601140138155177,0
#1345,0.07462371511027176,0
#1346,0.1162818613093365,0
#1347,0.07219458859067007,0
#1348,0.10959177943546025,0
#1349,0.08989313399881066,0
#135,0.3773715967948394,0
#1350,0.5690124304665116,0
#1351,0.11672868815517543,0
#1352,0.09011594652211072,0
#1353,0.643580891096555,0
#1354,0.07172900456164404,0
#1355,0.0892148364703225,0
#1356,0.18494332306857922,0
#1357,0.10606885038297371,0
#1358,0.10376723313628888,0
#1359,0.10957000492834729,0
#136,0.21894184457462443,0
#1360,0.09881823284845706,0
#1361,0.2124623561328369,0
#1362,0.12526230604240982,0
#1363,0.1096842235112804,0
#1364,0.09802520155466744,0
#1365,0.08078961988550029,0
#1366,0.14874990926389473,0
#1367,0.055630291697811945,0
#1368,0.10670580611352005,0
#1369,0.09893967014611246,0
#137,0.18098832232951612,0
#1370,0.2914503690790914,0
#1371,0.14650556536396397,0
#1372,0.08575159022683862,0
#1373,0.12255309945688034,0
#1374,0.07404314060450014,0
#1375,0.44844061066030255,0
#1376,0.07954795663230178,0
#1377,0.1275722121812132,0
#1378,0.20885714643667014,0
#1379,0.06564500059240283,0
#138,0.15078910115582048,0
#1380,0.22508603950853143,0
#1381,0.09981326473195223,0
#1382,0.07534789932972849,0
#1383,0.08021825801127383,0
#1384,0.10383119575034225,0
#1385,0.09647149284069596,0
#1386,0.09834505853376847,0
#1387,0.4317580649276652,0
#1388,0.1442964225407285,0
#1389,0.12943523278530036,0
#139,0.2132395806863364,0
#1390,0.09304783416607135,0
#1391,0.15694506792779597,0
#1392,0.08777843847674742,0
#1393,0.11260307617773023,0
#1394,0.25563423861801415,0
#1395,0.5466366422654301,1
#1396,0.08609604973207574,0
#1397,0.11082336770733006,0
#1398,0.1137062935804204,0
#1399,0.0845197452650983,0
#14,0.2448892926142549,0
#140,0.39033795988888914,0
#1400,0.07719399418154063,0
#1401,0.11333819804251037,0
#1402,0.08388876583638323,0
#1403,0.08570395719522905,0
#1404,0.07450403747527282,0
#1405,0.07538045755813227,0
#1406,0.08515190574199738,0
#1407,0.05626538199372958,0
#1408,0.07231736174083822,0
#1409,0.109652038564712,0
#141,0.1263076426951815,0
#1410,0.06743400432979631,0
#1411,0.08670743833587816,0
#1412,0.07029566150646731,0
#1413,0.06560336262078717,0
#1414,0.07247116641685682,0
#1415,0.11444903982355804,0
#1416,0.1335326168742331,0
#142,0.24674793455696362,1
#1421,0.21048612897985144,0
#1425,0.6155734160711221,1
#1428,0.7163359409353826,0
#143,0.18870869534490292,0
#1437,0.19077373569810452,0
#144,0.21460651221843122,0
#1449,0.17201560284815628,0
#1451,0.5052091444464795,0
#146,0.22947860010087642,0
#1464,0.7169461222726451,0
#1466,0.6660812585769356,0
#1469,0.21297273813649584,0
#147,0.12841317364801244,0
#1470,0.5169780265599158,1
#1475,0.8548238800907001,1
#148,0.6873006469130187,0
#1481,0.21175128566408066,0
#149,0.29011574062188444,0
#1490,0.2380544583536141,0
#1498,0.4175776455349494,0
#15,0.7481914082550212,0
#150,0.8484337661247685,1
#1502,0.31371522570123117,0
#1504,0.3310065783462946,0
#151,0.2526590207915022,0
#1511,0.1565067230668416,0
#1512,0.7064700984983331,1
#1514,0.457849245265902,0
#1519,0.07605531097632945,0
#152,0.12907186971661075,0
#1520,0.6139334214303487,0
#1521,0.26325479126018114,0
#1527,0.33763165431255543,0
#1529,0.165989525231037,0
#153,0.07936762801767495,0
#1531,0.22159477332083005,0
#1533,0.08399270544000834,0
#1534,0.19146859462654123,0
#1536,0.5665405127719765,0
#1537,0.11383636843682773,0
#1539,0.1839939773963425,0
#154,0.6536978497592458,0
#1542,0.09321744099106476,0
#1543,0.18731263069917575,0
#1545,0.17488803760162033,0
#1547,0.1692313546079455,0
#1548,0.2060740302506757,0
#1549,0.2842502301278309,0
#155,0.5260424440433807,0
#1550,0.5611073743613194,0
#1551,0.36062221947912354,0
#1552,0.11349463406089243,0
#1553,0.11571302333318052,0
#1555,0.15869225789857236,0
#1558,0.15760741925319882,0
#156,0.0946765249511268,0
#1563,0.19125628057558122,0
#1564,0.19098822412799407,0
#1566,0.16709083254486395,0
#1567,0.10108030564325501,0
#1568,0.17605678139311473,0
#157,0.8608959598080108,0
#1570,0.10115475815985141,0
#1571,0.17147706220425069,0
#1572,0.3289493007092419,0
#1574,0.11530044733219318,0
#1577,0.4399210262540628,1
#158,0.10327386147293986,0
#1581,0.2715416969205253,0
#1584,0.07966384870366755,0
#1586,0.11878271236156936,0
#1589,0.18198222510194606,0
#159,0.7611457160416076,0
#1594,0.13101249986917293,0
#1595,0.12016160243440326,0
#1597,0.4725496933579375,0
#1598,0.10226282853779423,0
#16,0.14736951124494735,0
#160,0.14945891189153337,0
#1600,0.4372746905722726,0
#1601,0.09881887783389659,0
#1603,0.09114891735922488,0
#1604,0.45163713009982975,0
#1606,0.1301685364265383,0
#1609,0.10109682411098424,0
#161,0.07354049420524847,0
#1610,0.32003943177726624,0
#1613,0.0788808575771625,0
#1616,0.18048253914360704,0
#1618,0.21545614825973183,0
#162,0.15742541697000575,0
#1620,0.2960488093825478,0
#1621,0.09466442188567173,0
#1624,0.6285836592232172,0
#1626,0.1267000927968582,0
#1629,0.0984624121837183,0
#163,0.3935516883404896,0
#1634,0.7353615040310583,1
#1635,0.09024698644720398,0
#1639,0.11579942756297983,0
#164,0.1920839249061909,0
#1640,0.20291630101420985,0
#1641,0.11560006199449742,0
#1643,0.13569465820647633,0
#1648,0.07784805272852924,0
#1649,0.11826408382602882,0
#1650,0.12763498270841936,0
#1657,0.12425894155309987,0
#1658,0.17294678160244778,0
#166,0.12096190159759718,0
#1660,0.11006881636269306,0
#1661,0.17482882931287821,0
#1662,0.11520732703339777,0
#1663,0.08927996765411028,0
#1666,0.596361200856574,0
#1667,0.16444139773229483,0
#167,0.29968054763993074,1
#1671,0.07941744955202262,0
#1674,0.09789615380078699,0
#1677,0.3145200257957355,0
#1678,0.22569345868717525,0
#168,0.1489074580860457,0
#1680,0.17987835460656448,0
#1683,0.4948275426094732,0
#1684,0.06730468942667774,0
#1687,0.15350792164133295,0
#1689,0.10781796927118845,0
#169,0.3268657538168446,0
#1691,0.4843874386736625,0
#1692,0.07056786882848182,0
#1696,0.45251575475154293,0
#1698,0.10829503112130508,0
#17,0.23444352401347993,0
#170,0.41693338896733484,0
#1701,0.12808441946051077,0
#1702,0.1819939133904573,0
#1703,0.05143994572238177,0
#1705,0.0867624177645747,0
#1706,0.10553504609262519,0
#1709,0.065340817162096,0
#171,0.10201244280677832,0
#1711,0.09493697945004861,0
#1714,0.5805125513556066,0
#1715,0.05364561815761521,0
#1718,0.0690509032047624,0
#1719,0.19913350655011042,0
#172,0.3796455319783535,0
#1721,0.08966090796125842,0
#1725,0.1105355339321783,0
#1726,0.367468479210031,0
#1728,0.049401044067297575,0
#173,0.3642846361771922,0
#1730,0.14619327805602672,0
#1732,0.3877996092900138,0
#1733,0.553507073782299,0
#1735,0.10671187977055184,0
#1736,0.1929231109336254,0
#1737,0.4912635261447364,0
#1738,0.05756202203288764,0
#174,0.15985117622477826,0
#1740,0.07980088801813452,0
#1741,0.07256842753104485,0
#1743,0.29641399256862344,0
#1745,0.13936227830487125,0
#1746,0.07921212809221831,0
#1747,0.09048998353907327,0
#1748,0.24260735674677625,0
#1749,0.12074134142308926,0
#175,0.17372416459821824,0
#1751,0.10949471617414473,0
#1752,0.14041052646094984,0
#1753,0.4296507419804034,0
#176,0.18143145030342328,0
#1760,0.0693780132727475,0
#1761,0.08684667490531645,0
#1762,0.0616446978951844,0
#1763,0.08793752762084352,0
#1765,0.12441414132180402,0
#1766,0.16950181930169347,0
#1767,0.22751590423926435,0
#1769,0.22706407229109418,0
#1774,0.11416357534536045,0
#178,0.18800804692664982,0
#1782,0.07036380351998049,0
#1783,0.10914031329550118,0
#1786,0.09284064934990043,0
#1787,0.12522847755056296,0
#1789,0.1237866745090438,0
#179,0.11518209292747283,0
#1794,0.11229141027222901,0
#1796,0.08436509144505795,0
#18,0.23657838170198756,0
#180,0.09097213529043403,0
#1803,0.1037073029760521,0
#181,0.24663753715150546,0
#1813,0.34646414808311327,0
#182,0.15780617782424838,0
#1829,0.21764136357900743,0
#183,0.2594686359866632,0
#1834,0.14446191138787515,0
#184,0.5972733580116616,0
#1842,0.08040880445755177,0
#1844,0.39786401322180626,0
#1848,0.20703533420091833,0
#185,0.09072189865190135,0
#1851,0.07523702715680579,0
#1855,0.08230736907379402,0
#1858,0.1192745203851785,0
#186,0.43967008453871936,0
#1862,0.12949726953948718,0
#1864,0.1642923734257914,0
#187,0.8529351518371707,1
#1870,0.14934418777859915,0
#1872,0.10860401853324927,0
#188,0.10726741924807964,0
#1883,0.059707780053215156,0
#1888,0.11838891114647115,0
#189,0.272520535051673,0
#1891,0.1341947729176935,0
#1894,0.09086656612672249,0
#1895,0.14988963075841719,0
#1896,0.09402718203755774,0
#19,0.8669699475425529,1
#190,0.8428856724295551,1
#1901,0.3181871432593195,0
#1907,0.14181618499278423,0
#191,0.8802790588609883,1
#1913,0.1440623884060591,0
#192,0.16381884243380146,0
#1927,0.13646323182959783,0
#193,0.16508236848124755,0
#1932,0.06460805982808518,0
#1933,0.11565410060446396,0
#1935,0.06844253359395079,0
#1936,0.09768819237743641,0
#1938,0.05715112142916622,0
#194,0.6646351127725799,1
#1941,0.09160478534741347,0
#1942,0.09988887848332036,0
#195,0.10119550385662883,0
#1952,0.1324614064603062,0
#1954,0.12974715573517823,0
#196,0.5911860573229618,1
#1962,0.05757019299275953,0
#1967,0.09251086654002115,0
#197,0.6322312430752567,1
#1972,0.09017790557190292,0
#1974,0.22890157654272583,0
#198,0.8805077797084714,1
#1980,0.13995220451269594,0
#1981,0.0953097526730425,0
#1982,0.056924392618564114,0
#1985,0.09028563926269759,0
#1993,0.08102856333248507,0
#1997,0.7864121268058368,1
#2,0.1750337478516377,0
#20,0.5897260298620647,0
#200,0.13244986298909278,0
#2000,0.38850969707469185,1
#2002,0.4142695021538605,0
#2006,0.08686375764941152,0
#201,0.226632101440567,0
#202,0.7666107568687721,1
#2023,0.1165355352376175,0
#2026,0.1406083715191682,0
#203,0.1043041579229331,0
#204,0.364474766801086,0
#2044,0.09717741259534561,0
#2048,0.14747258831213603,0
#205,0.45302442435843376,0
#206,0.5433157859977418,0
